": Zillow is offloading homes — raising ‘red flags’ about the real-estate market","MarketWatch","Zillow 'may have leaned into home acquisition at the wrong time,' one analyst said.   ","2021-11-01 20:49:00","Business","https://www.marketwatch.com/story/zillow-pauses-home-buying-raising-red-flags-about-the-real-estate-market-11634678311?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","29365102093cb9074b08a880facbf508"
": A ‘necessary win’ for workers and ‘devastating’ for companies: Business groups give their verdict on Biden’s vaccine mandate","MarketWatch","The vaccine mandate for employers will go into effect on Jan. 4, and will cover some 84 million employees.   ","2021-11-04 18:41:00","Business","https://www.marketwatch.com/story/a-necessary-win-for-workers-and-devastating-for-companies-what-business-groups-are-saying-about-bidens-vaccine-mandate-11636049862?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","677d0cacab801817b1c7805b6426f2ab"
": Truck driver Edward Durr spent less than $10,000 on his campaign — and toppled this powerful New Jersey Democrat","MarketWatch","New Jersey's state Senate President Steve Sweeney was defeated by a Republican who spent less than $10,000 on his campaign, in a stunning loss for Democrats in this week's elections.   ","2021-11-04 18:30:00","Business","https://www.marketwatch.com/story/truck-driver-edward-durr-spent-less-than-10-000-on-his-campaign-and-toppled-this-powerful-new-jersey-democrat-11636054210?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","9df22283c44fd7779b9834df6107c33b"
": Penn National sheds more than $2.5 billion in valuation after earnings miss, allegations against Barstool’s Portnoy","MarketWatch","Shares of Penn National Gaming Inc. plummeted more than 20% on Thursday after a big third-quarter profit miss and allegations of sexual misconduct against Barstool Sports' founder.   ","2021-11-04 18:26:00","Business","https://www.marketwatch.com/story/penn-national-sheds-more-than-2-5-billion-in-valuation-after-earnings-miss-allegations-against-barstool-founder-11636052914?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","344996ec8ddc4b06a06d9a2f15e34b83"
"The Margin: ‘We saw all of California covered by a cloud of smoke and flames with the naked eye’: French astronaut describes climate change from space","MarketWatch","French astronaut Thomas Pesquet used a video call from space to describe the view from the International Space Station of global warming's repercussions.   ","2021-11-04 18:24:00","Business","https://www.marketwatch.com/story/we-saw-all-of-california-covered-by-a-cloud-of-smoke-and-flames-with-the-naked-eye-french-astronaut-describes-climate-change-from-space-11636053392?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","6807fff47db9a4504c1f7a27d21ab25c"
"Crypto: What regulators need to know about stablecoins — and other highlights from MarketWatch’s Investing in Crypto event","MarketWatch","Crypto regulators need to realize that instruments like stablecoins are valuable to investors, says Securities and Exchange Commission member Hester Peirce at MarketWatch's Investing in Crypto event. Here are some highlights.   ","2021-11-04 18:23:00","Business","https://www.marketwatch.com/story/investing-in-crypto-what-crypto-regulators-need-to-realize-about-stablecoins-and-other-highlights-11636051673?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","43e09d5c7e43f8ed9f93a191c29d92dd"
"NewsWatch: Peloton stock tanks on weak holiday forecast, reduced annual guidance","MarketWatch","Peloton Interactive Inc. executives provided a weaker than expected holiday forecast Thursday and reduced expectations for the full year, sending shares on a steep decline.   ","2021-11-04 20:00:06","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","5833966b469e157989a66ca162580257"
": Square sees bitcoin demand slow in third quarter but pick up again in October","MarketWatch","Square Inc. reported lower-than-expected revenue for the third quarter as less volatile pricing for the cryptocurrency relative to the second quarter impacted demand.   ","2021-11-04 19:57:00","Business","https://www.marketwatch.com/story/square-sees-bitcoin-demand-slow-in-third-quarter-but-pick-up-again-in-october-11636059427?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ad3bf1b90aa0102fbb56813f2ea304b4"
": Uber revenue rises across ride-hailing and delivery, but losses also increase and hurt stock","MarketWatch","Uber said Thursday that third-quarter revenue grew in both rides and delivery across all regions as COVID-19 restrictions eased, but it also more than doubled its loss.   ","2021-11-04 19:57:00","Business","https://www.marketwatch.com/story/uber-revenue-rises-across-ride-hailing-and-delivery-but-losses-also-increase-and-hurt-stock-11636059439?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","66a882b6d509659488536b2bc933e78e"
"Earnings Results: Carvana’s Q3 sales more than double, but that created its own problems","MarketWatch","Carvana Co. rides a wave of demand for used cars, but that created problems of their own.   ","2021-11-04 19:51:00","Business","https://www.marketwatch.com/story/carvanas-q3-sales-more-than-double-but-that-created-its-own-problems-11636059098?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","8f4fc0e25d2c32cd5ef822dcaaf86669"
"Dow Jones Newswires: Rocket Cos. earnings and revenue fall","MarketWatch","Rocket Cos. Inc., the U.S.'s biggest mortgage lender, said profit fell in the third quarter from a year earlier as revenue declined and expenses increased.   ","2021-11-04 19:46:00","Business","https://www.marketwatch.com/story/rocket-cos-3q-profit-fell-on-lower-revenue-higher-expenses-271636057884?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d633df4fe3c91d4cde43127093afb288"
"Dow Jones Newswires: As concerts return, Live Nation sales explode higher and profit returns","MarketWatch","Live Nation Entertainment Inc. said sales surged in the latest quarter, as strong pent-up demand led to higher ticket pricing and on-site spending as live events returned.   ","2021-11-04 19:41:00","Business","https://www.marketwatch.com/story/live-nation-3q-sales-soar-on-live-events-demand-271636058000?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a0a8e49b06ddff30793620daac8a0bac"
"Market Snapshot: S&P 500, Nasdaq close at fresh records, supported by Fed’s patient stance","MarketWatch","U.S. stocks closed mixed but the S&P 500 and Nasdaq Composite hit another straight day of record closes as traders greeted a Federal Reserve decision to taper with relief.   ","2021-11-04 19:39:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-hover-around-records-after-calm-reaction-to-feds-taper-plan-11636020638?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c7f8efa5d295606eee296c73a6a61772"
"The Moneyist: My husband bought a home with his brother for $350K, but stopped paying the mortgage in 2012. Now it’s worth $700K. How should they split the proceeds?","MarketWatch","‘Wouldn't it be more appropriate for my brother-in-law to pay back twice the down payment, given the home value has doubled?’   ","2021-11-05 03:30:00","Business","https://www.marketwatch.com/story/my-husband-bought-a-home-with-his-brother-for-350k-but-stopped-paying-the-mortgage-in-2012-now-its-worth-700k-how-should-they-split-the-proceeds-11636054162?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3c410c6174a537897ce889b006f2bb3e"
"The Wall Street Journal: Boeing reaches $225 million settlement in shareholder lawsuit over 737 Max safety","MarketWatch","Current and former Boeing Co. directors have reached an approximately $225 million agreement to settle a shareholder lawsuit that claimed the plane maker’s board failed to properly oversee safety matters related to the 737 MAX, according to people familiar with the matter.   ","2021-11-05 01:26:00","Business","https://www.marketwatch.com/story/boeing-reaches-225-million-settlement-in-shareholder-lawsuit-over-737-max-safety-11636078411?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","645dfa7d8224d7e446f226854ab74a90"
"The Wall Street Journal: AT&T, Verizon to delay rollout of new 5G frequency over FAA’s safety concerns","MarketWatch","AT&T Inc. and Verizon Communications Inc. agreed to delay their planned Dec. 5 rollout of a new 5G frequency band so they can work with the Federal Aviation Administration to address concerns about potential interference with key cockpit safety systems.   ","2021-11-05 01:20:00","Business","https://www.marketwatch.com/story/at-t-verizon-to-delay-rollout-of-new-5g-frequency-over-faas-safety-concerns-11636078835?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c1449e5239d6f5cd20acaf344e2e177e"
"The Wall Street Journal: Powell spotted visiting White House on Thursday","MarketWatch","Powell’s term leading the central bank is set to expire next February. President Joe Biden told reporters on Tuesday that he would announce decisions “fairly quickly” on whether he was offering Powell another term or tapping someone else to succeed him.   ","2021-11-05 01:07:00","Business","https://www.marketwatch.com/story/powell-spotted-visiting-white-house-on-thursday-11636078049?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","94a17a9b58c06da1f7f59c6466f70c33"
"Dow Jones Newswires: Australia’s central bank flags inflation risks from congested supply chains","MarketWatch","Shortages of goods and materials stemming from congested global supply chains could result in higher-than-anticipated inflation, Australia's central bank has said.   ","2021-11-05 00:54:00","Business","https://www.marketwatch.com/story/rba-flags-inflation-risks-from-congested-global-supply-chains-271636077271?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","1dc14e29b7da0637a8fdfe3dcc003825"
": Lions Gate stock jumps as company to explore spinoff or sale of Starz","MarketWatch","Shares of Lions Gate Entertainment Corp. shot higher in after-hours trading Thursday after the entertainment company said it is weighing whether to spin off or sell its Starz unit.   ","2021-11-04 23:42:00","Business","https://www.marketwatch.com/story/lions-gate-stock-jumps-as-company-to-explore-spinoff-or-sale-of-starz-11636072953?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","faf0afa313377c3f13f6fe0733749094"
"Dow Jones Newswires: American Airlines pushes back staff vaccination mandate to Jan. 4","MarketWatch","American Airlines Group Inc. has pushed back the deadline for employees to get COVID-19 vaccinations to align with a new deadline for federal contractors.   ","2021-11-04 23:35:00","Business","https://www.marketwatch.com/story/american-airlines-pushes-back-staff-vaccination-mandate-271636072528?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","384decef46feb4293075d07f0e8949da"
": Apple to end mask requirements at many U.S. stores: report","MarketWatch","Citing an internal memo it obtained, Bloomberg News reported Thursday that Apple was easing its mask rules as COVID-19 cases decline and vaccinations rise nationwide.   ","2021-11-04 22:42:00","Business","https://www.marketwatch.com/story/apple-to-end-mask-requirements-at-many-u-s-stores-report-11636069366?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e225a23e49b097125140d68dca2f1f60"
": New York City Mayor-elect Eric Adams says his first three paychecks will be in bitcoin","MarketWatch","“In New York we always go big, so I’m going to take my first THREE paychecks in Bitcoin when I become mayor,” Adams tweeted Thursday, ramping up his efforts to court crypto entrepreneurs.   ","2021-11-05 08:11:00","Business","https://www.marketwatch.com/story/new-york-city-mayor-elect-eric-adams-says-his-first-three-paychecks-will-be-in-bitcoin-11636103464?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","57ba6d7473d288967ddd0c499ca2f923"
"Autotrader: The 2022 Toyota Tundra goes big on power, with a hybrid version and giant grill","MarketWatch","The 2022 Toyota Tundra makes a solid first impression. Here's some numbers on this big pickup truck.   ","2021-11-05 08:05:00","Business","https://www.marketwatch.com/story/the-2022-toyota-tundra-goes-big-on-power-with-a-hybrid-version-and-giant-grill-11635451536?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","854ec5800fa1605928d78e7aeb488fb3"
"Futures Movers: Goldman says the bullish case remains intact for oil, as commodity bounces off worst session since October","MarketWatch","Oil prices were rebounding on Friday from a bruising session that saw OPEC+ push back against pressure from the Biden administration to pump more oil.   ","2021-11-05 08:03:00","Business","https://www.marketwatch.com/story/goldman-says-the-bullish-case-remains-intact-for-oil-as-commodity-bounces-off-worst-session-since-october-11636102998?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","9b4208288f662ce11f32bae0793d2520"
"NerdWallet: Is that holiday deal too good to be true? How to spot knock-offs and scams this year","MarketWatch","A high level of stress and scarcity over the holidays could lead some consumers to fall for scams or buy products that aren’t quite what they expected.   ","2021-11-05 08:01:00","Business","https://www.marketwatch.com/story/is-that-holiday-deal-too-good-to-be-true-how-to-spot-knock-offs-and-scams-this-year-11635540285?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","461ad2b6d3374060c820fc5383c367cf"
"Next Avenue: The 3 things the happiest retirees do with their finances","MarketWatch","Why are some retirees so happy and others so miserable? These financial planners may have the answer, and it's not just about money.   ","2021-11-05 08:00:00","Business","https://www.marketwatch.com/story/the-3-things-the-happiest-retirees-do-with-their-finances-11635541915?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","24e6accf3ec13aca2e25404896467d24"
"Need to Know: A jog down memory lane shows the factor that mattered most to driving stocks — and it sure wasn’t interest rates","MarketWatch","In a week when central bank actions have dominated the headlines, from the Fed's tapering to the Bank of England blindsiding markets by standing pat, it's worth taking a step back as to how much rates really matter.   ","2021-11-05 09:59:00","Business","https://www.marketwatch.com/story/a-jog-down-memory-lane-shows-the-factor-that-mattered-most-to-driving-stocks-and-it-sure-wasnt-interest-rates-11636109264?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c5f7f2c7e11510c3a5edb2e0bc92b8d3"
"Bond Report: Treasury yields mostly higher ahead of October jobs report","MarketWatch","Treasury yields moved mostly higher, led by short-dated maturities, as investors gear up for the October jobs report.   ","2021-11-05 09:55:00","Business","https://www.marketwatch.com/story/treasury-yields-mostly-higher-ahead-of-october-jobs-report-11636109717?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c2b9901568726fe19903bd7ead2da2d4"
": ‘Acting is acting’: Some awards shows scrap best actor and actress in favor of gender-neutral honors","MarketWatch","In a move to be more inclusive of transgender and nonbinary performers, some awards no longer put men and women in separate acting categories. Will the Oscars, Emmys and Tonys eventually follow suit?   ","2021-11-05 09:05:00","Business","https://www.marketwatch.com/story/acting-is-acting-some-awards-shows-scrap-best-actor-and-actress-in-favor-of-gender-neutral-honors-11636061325?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","fb2bb2689f873b892360acbecf11d0d8"
"Earnings Results: Uber revenue rises across ride-hailing and delivery, but losses also increase","MarketWatch","Uber said Thursday that third-quarter revenue grew in both rides and delivery across all regions as COVID-19 restrictions eased, but it also more than doubled its loss.   ","2021-11-05 11:01:00","Business","https://www.marketwatch.com/story/uber-revenue-rises-across-ride-hailing-and-delivery-but-losses-also-increase-and-hurt-stock-11636059439?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","6b95511e7db4633d167a630629adc022"
"Earnings Results: Datadog stock rallies after results, outlook exceed Wall Street expectations","MarketWatch","Datadog Inc. shares rallied in the extended session Thursday after the cloud-monitoring company’s results and outlook exceeded Wall Street expectations.   ","2021-11-05 11:00:00","Business","https://www.marketwatch.com/story/datadog-stock-rallies-after-results-outlook-exceed-wall-street-expectations-11636060088?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2bdae5900d1e4775d002952e4ee2c1dd"
"Earnings Results: GoPro stock surges after earnings, as company  confident in outlook despite supply crunch","MarketWatch","GoPro Inc. easily exceeded expectations for its most recent quarter and expressed confidence in its ability to hit its full-year targets, even if the ongoing supply crunch may limit upside.   ","2021-11-05 10:59:00","Business","https://www.marketwatch.com/story/gopro-stock-surges-after-earnings-as-company-confident-in-outlook-despite-supply-crunch-11636062139?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","efde7195fc4e69e40ab96d7fc208b873"
"Earnings Results: Bill.com stock shoots higher after earnings, forecast top expectations","MarketWatch","Shares of Bill.com Holdings Inc. were up more than 15% in after-hours trading Thursday after the software company posted better-than-expected results for its latest quarter and offered an upbeat forecast.   ","2021-11-05 10:58:00","Business","https://www.marketwatch.com/story/bill-com-stock-shoots-higher-after-earnings-forecast-top-expectations-11636066044?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7cdf51ce9ca51052ffe0f3a4a5a815e2"
"Metals Stocks: Gold little changed ahead of U.S. October payrolls","MarketWatch","Gold futures flip between small gains and losses as traders await the October jobs report.   ","2021-11-05 10:37:00","Business","https://www.marketwatch.com/story/gold-little-changed-ahead-of-u-s-october-payrolls-11636112244?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c03a2bb31c3d32565371bcd3ba92433a"
"Need to Know: Here’s the factor that mattered most to driving stocks — and it sure wasn’t interest rates","MarketWatch","In a week when central bank actions have dominated the headlines, from the Fed's tapering to the Bank of England blindsiding markets by standing pat, it's worth taking a step back as to how much rates really matter.   ","2021-11-05 10:32:00","Business","https://www.marketwatch.com/story/a-jog-down-memory-lane-shows-the-factor-that-mattered-most-to-driving-stocks-and-it-sure-wasnt-interest-rates-11636109264?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3ac5a455f2d5dfcb5180e4a017bd2eaf"
"Mark Hulbert: You still call it Facebook but as Meta Platforms the stock is getting a lot of ‘likes’ — for now","MarketWatch","Investors typically cheer company name changes but they'll lose interest quick if Meta Platforms doesn't meet earnings expectations.   ","2021-11-05 10:20:00","Business","https://www.marketwatch.com/story/you-still-call-it-facebook-but-as-meta-platforms-the-stock-is-getting-a-lot-of-likes-for-now-11636092055?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bba9a6a12de26b7a31034f309e794aaf"
"NewsWatch: U.S. adds solid 531,000 jobs in October, but Americans still not flocking back to labor market","MarketWatch","Companies stepped up hiring efforts in October and added a solid 531,000 jobs, but the biggest labor shortage in decades is still holding back an economic recovery and adding to the largest surge in inflation in three decades.   ","2021-11-05 12:00:06","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0b367a9a1909b05eb4c0c72e820f231e"
"BookWatch: Follow your passion is standard career advice. It can also threaten your financial security","MarketWatch","You risk being underpaid. Passion-seeking also perpetuates overwork that fuels burnout.   ","2021-11-05 11:58:00","Business","https://www.marketwatch.com/story/follow-your-passion-is-standard-career-advice-it-can-also-threaten-your-financial-security-11635776265?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2e2bdbad1f175fdce30e3fe22f450b99"
"Market Snapshot: Dow futures up 140 points after stronger-than-expected October jobs report","MarketWatch","U.S. stock index futures build modestly on early gains, pointing to a further push into record territory for major indexes, after a stronger-than-expected October jobs report.   ","2021-11-05 11:57:00","Business","https://www.marketwatch.com/story/stock-futures-rise-pointing-to-more-wall-street-records-as-investors-await-october-payrolls-11636110707?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3171c6fe1d7a484d0330d50eb9b3de26"
"Robert Powell's Retirement Portfolio: You may not be rich enough to land in the Pandora Papers, but you may still need a trust","MarketWatch","How to know what type of trust you need, where to set it up and who to hire   ","2021-11-05 11:51:00","Business","https://www.marketwatch.com/story/you-may-not-be-rich-enough-to-land-in-the-pandora-papers-but-you-may-still-need-a-trust-11636116702?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","68b55737deb39c7c06cfec67c41cdd5a"
"Economic Report: U.S. adds solid 531,000 jobs in October, but Americans still not flocking back to labor market","MarketWatch","Companies stepped up hiring efforts in October and added a solid 531,000 jobs, but the biggest labor shortage in decades is still holding back an economic recovery and adding to the largest surge in inflation in three decades.   ","2021-11-05 11:48:00","Business","https://www.marketwatch.com/story/coming-up-u-s-jobs-report-for-october-11636114551?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","419577367dc50136d69309dfb986ce06"
": Penn National sheds $2.69 billion in valuation after earnings miss, allegations against Barstool’s Portnoy","MarketWatch","Shares of Penn National Gaming Inc. plummeted more than 20% on Thursday after a big third-quarter profit miss and allegations of sexual misconduct against Barstool Sports' founder.   ","2021-11-05 11:26:00","Business","https://www.marketwatch.com/story/penn-national-sheds-more-than-2-5-billion-in-valuation-after-earnings-miss-allegations-against-barstool-founder-11636052914?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","1ebb6478e3cda5911521992034381c6d"
": SEC cyber chief warns the agency is ‘very focused’ on policing crypto exchanges","MarketWatch","The crypto industry may want to prepare for tough oversight of digital asset exchanges, including new enforcement actions against those that sell crypto tokens that are securities under federal law.   ","2021-11-05 11:21:00","Business","https://www.marketwatch.com/story/sec-cyber-chief-warns-the-agency-is-very-focused-on-policing-crypto-exchanges-11636069012?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","99b05a5be4e2e3b22e07107b6bbe3f7d"
"Mutual Funds Weekly: These money and investing tips can help your portfolio if inflation and prices go even higher","MarketWatch","Money and investing stories popular with MarketWatch readers over the past week.   ","2021-11-05 11:18:00","Business","https://www.marketwatch.com/story/these-money-and-investing-tips-can-help-your-portfolio-if-inflation-and-prices-go-even-higher-11636092637?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b5173a711b2ba798399c355a9eef34aa"
"Capitol Report: Infrastructure bill mandates new technology to prevent drunk driving — here’s how it would work","MarketWatch","With more than 2,700 pages of text, the bipartisan infrastructure bill is chock-full of provisions --- including one that mandates new technology to prevent drunk driving.   ","2021-11-05 12:56:00","Business","https://www.marketwatch.com/story/infrastructure-bill-mandates-new-technology-to-prevent-drunk-driving-heres-how-it-would-work-11630607081?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c10dc6620d8f5499cd4ed8f65ca4ca17"
"Market Snapshot: Dow, S&P 500 and Nasdaq hit all-time highs after stronger-than-expected October jobs report","MarketWatch","U.S. stocks opened higher Friday, pushing major indexes further into record territory, after a stronger-than-expected October jobs report.   ","2021-11-05 12:56:00","Business","https://www.marketwatch.com/story/stock-futures-rise-pointing-to-more-wall-street-records-as-investors-await-october-payrolls-11636110707?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","81dedce1dbe61b4d976d567ee759555a"
"Economic Report: U.S. adds 531,000 new jobs in October as hiring revs up. Unemployment falls to 4.6%","MarketWatch","Companies stepped up hiring in October and added a solid 531,000 jobs, but the biggest labor shortage in decades is still holding back an economic recovery and adding to the largest surge in inflation in three decades.   ","2021-11-05 12:54:00","Business","https://www.marketwatch.com/story/coming-up-u-s-jobs-report-for-october-11636114551?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b89e21d07b15de7e10ca7a2c80f3467c"
"MarketWatch Premium: Good news could be bad news: Stock market bullishness has reached an extreme","MarketWatch","When sentiment has run this high, stock market gains have tended to moderate.   ","2021-11-05 12:47:00","Business","https://www.marketwatch.com/story/good-news-could-be-bad-news-stock-market-bullishness-has-reached-an-extreme-11636120064?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","60648c1dd8989f3c4b56e165790397d6"
"Financial Crime: Long Island man used aspirin wonder-drug scam to bilk investors out of $3.5 million to pay for a divorce, Caribbean vacation and spa treatments","MarketWatch","Donald Milne promised his fast-acting aspirin could stop heart attacks, but he used the cash to pay for trips, a divorce and a Long Island toy car track, prosecutors say.   ","2021-11-05 12:46:00","Business","https://www.marketwatch.com/story/long-island-man-used-aspirin-wonder-drug-scam-to-bilk-investors-out-of-3-5-million-to-pay-for-a-divorce-and-a-toy-car-business-11635813675?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","0d1ddef5af0178748549fad3974364b4"
": House moves toward passing infrastructure, social-spending bills today","MarketWatch","The House of Representatives gaveled in early Friday as Democratic leaders were hoping to pass a bipartisan infrastructure bill that previously cleared the Senate, along with President Joe Biden's $1.75 trillion social-spending and climate package.   ","2021-11-05 12:41:00","Business","https://www.marketwatch.com/story/house-moves-toward-passing-infrastructure-social-spending-bills-today-11636119691?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","822df3d08bd2e481a4ce90a3fb87fdb0"
": You just inherited an IRA — what to do now and how not to mess up","MarketWatch","The biggest mistake is to forget about it.   ","2021-11-05 12:25:00","Business","https://www.marketwatch.com/story/you-inherit-an-ira-what-to-do-and-how-not-to-mess-up-11635958002?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ce050f0984f44afc12b123aba805b809"
": Unvaccinated workers’ next big challenge: Paying for their own COVID-19 testing","MarketWatch","Biden administration sets Jan. 4 vaccination deadline for workers, a new rule that will apply to 84 million private sector workers.   ","2021-11-05 12:21:00","Business","https://www.marketwatch.com/story/unvaccinated-workers-calculate-the-costs-of-regular-covid-testing-biden-administration-sets-jan-4-vaccination-deadline-for-workers-11636057195?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b7310799273867776a2bdf0bb0cc9766"
"London Markets: Pound falls near September lows as Bank of England surprise continues to reverberate","MarketWatch","The pound fell near its September lows on Friday, as markets continued to digest the stunning implications of the Bank of England's decision to keep interest rates at ultra-low levels.   ","2021-11-05 12:20:00","Business","https://www.marketwatch.com/story/pound-falls-near-september-lows-as-bank-of-england-surprise-continues-to-reverberate-11636118421?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","95910314b158c827a9d04ed4ac619e3a"
"Key Words: ‘You are just force-feeding yourself potentially toxic assets’: Redfin’s CEO remains cautious about iBuying’s future","MarketWatch","The number of homes Redfin sold through its home-flipping division rose more than 900% from a year ago, but the company continues to approach the business pragmatically.   ","2021-11-05 13:59:00","Business","https://www.marketwatch.com/story/you-are-just-force-feeding-yourself-potentially-toxic-assets-redfins-ceo-remains-cautious-about-ibuyings-future-11636124381?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","9d1f2c7b7f1b4cee4f15e28e1f93bd5d"
": ‘Clouds hanging over the labor market are dissipating’: What economists are saying about the solid October jobs report","MarketWatch","Here are initial reactions from analysts and economists about the October jobs report.   ","2021-11-05 13:42:00","Business","https://www.marketwatch.com/story/clouds-hanging-over-the-labor-market-are-dissipating-what-economists-are-saying-about-the-solid-october-jobs-report-11636123360?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bb568a4d16a93d8f0a883edde77455e3"
